epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
47,0.5927419066429138,0.9697308540344238,0.06575518101453781,0.3214285671710968,0.8981614112854004,0.08373389393091202
48,0.5927419066429138,0.9708042144775391,0.06494615972042084,0.3214285671710968,0.9133275151252747,0.08239888399839401
49,0.6169354915618896,0.9715549945831299,0.06439193338155746,0.3571428656578064,0.9092210531234741,0.08265653997659683
50,0.6048387289047241,0.9743692874908447,0.06367948651313782,0.3214285671710968,0.9042900800704956,0.08241228759288788
51,0.6290322542190552,0.9759571552276611,0.0630684643983841,0.3214285671710968,0.9052700400352478,0.0820111408829689
52,0.649193525314331,0.9779576063156128,0.06225093826651573,0.3928571343421936,0.9201561808586121,0.0799262523651123
53,0.6653226017951965,0.9786958694458008,0.06144851818680763,0.3571428656578064,0.9130786657333374,0.08085601031780243
54,0.6653226017951965,0.9789645671844482,0.0608007088303566,0.3214285671710968,0.9168585538864136,0.08006595075130463
55,0.6774193644523621,0.9819743633270264,0.060156192630529404,0.3571428656578064,0.9115542769432068,0.08047407865524292
56,0.6572580933570862,0.9816460609436035,0.05957001820206642,0.3571428656578064,0.9177918434143066,0.07926902920007706
57,0.7177419066429138,0.9831530451774597,0.05896368250250816,0.3571428656578064,0.9211516380310059,0.07919087260961533
58,0.7137096524238586,0.9831751585006714,0.05841260775923729,0.4285714328289032,0.9181028604507446,0.07882140576839447
59,0.7137096524238586,0.983572781085968,0.057765595614910126,0.4285714328289032,0.9270004034042358,0.07736080884933472
60,0.6935483813285828,0.9856654405593872,0.057167716324329376,0.4642857015132904,0.9233449101448059,0.07773085683584213
61,0.7379032373428345,0.9864115715026855,0.05649028345942497,0.3928571343421936,0.9246360063552856,0.07769341766834259
62,0.7338709831237793,0.9872032403945923,0.05591968446969986,0.3928571343421936,0.9254760146141052,0.07704327255487442
63,0.7298387289047241,0.986774206161499,0.055508676916360855,0.4285714328289032,0.9319157600402832,0.07499183714389801
64,0.7459677457809448,0.9885172843933105,0.05481794476509094,0.4285714328289032,0.9250248670578003,0.07666279375553131
65,0.7177419066429138,0.98747318983078,0.054249368607997894,0.4642857015132904,0.9263470768928528,0.0758044645190239
66,0.7459677457809448,0.9892314672470093,0.05368178337812424,0.4642857015132904,0.9261448979377747,0.07566897571086884
67,0.774193525314331,0.9894704818725586,0.05310407280921936,0.3928571343421936,0.9295669198036194,0.07536067068576813
68,0.7459677457809448,0.9898200035095215,0.053059544414281845,0.4285714328289032,0.9336424469947815,0.07450295984745026
69,0.7056451439857483,0.9881427884101868,0.05295606702566147,0.4642857015132904,0.9246360063552856,0.07500117272138596
70,0.7177419066429138,0.9887346029281616,0.052043624222278595,0.4285714328289032,0.9411087036132812,0.07248532772064209
71,0.7862903475761414,0.991042971611023,0.05099702998995781,0.4642857015132904,0.9208717346191406,0.0758092924952507
72,0.7782257795333862,0.9913778901100159,0.05054771527647972,0.4285714328289032,0.9352133870124817,0.0733044221997261
73,0.7903226017951965,0.9921633005142212,0.05001167953014374,0.4642857015132904,0.932102382183075,0.0731537714600563
74,0.774193525314331,0.9918967485427856,0.049602773040533066,0.5,0.9306713938713074,0.07365507632493973
75,0.7782257795333862,0.9926661252975464,0.04897526651620865,0.5,0.9297847151756287,0.0730852410197258
76,0.7701612710952759,0.9926443099975586,0.04855642095208168,0.5714285969734192,0.9368000030517578,0.07156666368246078
77,0.8064516186714172,0.9928139448165894,0.04819437861442566,0.5357142686843872,0.9354933500289917,0.07119534909725189
78,0.7903226017951965,0.9927017092704773,0.04778829589486122,0.4285714328289032,0.9279648065567017,0.07382123172283173
79,0.7983871102333069,0.9939169883728027,0.04704124107956886,0.5357142686843872,0.9415754675865173,0.06991776078939438
80,0.8064516186714172,0.9933468103408813,0.046706221997737885,0.4642857015132904,0.9387444257736206,0.07180305570363998
81,0.8306451439857483,0.9947893619537354,0.0460321344435215,0.5,0.930562436580658,0.0725722536444664
82,0.8185483813285828,0.9949307441711426,0.04556671902537346,0.5357142686843872,0.9426642656326294,0.06936613470315933
83,0.8185483813285828,0.9944623708724976,0.04547976702451706,0.5357142686843872,0.9432085752487183,0.06992164999246597
84,0.8387096524238586,0.9949390292167664,0.04477081820368767,0.5714285969734192,0.9413576126098633,0.06937327980995178
85,0.8346773982048035,0.9953402876853943,0.04437544196844101,0.5,0.9376866817474365,0.06962276995182037
86,0.8467742204666138,0.9954740405082703,0.043820615857839584,0.6071428656578064,0.9404087662696838,0.06858302652835846
87,0.8467742204666138,0.9952211976051331,0.0436936691403389,0.5,0.9385888576507568,0.0696563646197319
88,0.8548387289047241,0.9954409599304199,0.04297993332147598,0.5,0.940128743648529,0.0696459412574768
89,0.8709677457809448,0.9962164163589478,0.04263054206967354,0.5,0.9437218904495239,0.06849999725818634
90,0.8790322542190552,0.996461808681488,0.04188058525323868,0.5357142686843872,0.9402065277099609,0.06876466423273087
91,0.8387096524238586,0.9960483908653259,0.04160362109541893,0.5,0.9391799569129944,0.07005167752504349
92,0.8588709831237793,0.9965087175369263,0.04140741378068924,0.5357142686843872,0.9453085660934448,0.06719452887773514
93,0.8709677457809448,0.9968665242195129,0.04067423939704895,0.6071428656578064,0.9432086944580078,0.06854064017534256
94,0.8709677457809448,0.9968786239624023,0.04023746773600578,0.5714285969734192,0.9459619522094727,0.06667584180831909
95,0.8588709831237793,0.9967545866966248,0.040027085691690445,0.5357142686843872,0.9424775838851929,0.06905725598335266
96,0.8830645084381104,0.997198224067688,0.03941958770155907,0.5357142686843872,0.9385265707969666,0.06762485951185226
97,0.8911290168762207,0.9973495602607727,0.03929348289966583,0.5357142686843872,0.9454641938209534,0.06707918643951416
98,0.875,0.997411847114563,0.03930671885609627,0.5714285969734192,0.942710816860199,0.06586799770593643
99,0.8629032373428345,0.9966427087783813,0.039043501019477844,0.6071428656578064,0.9386044144630432,0.06772542744874954
100,0.8911290168762207,0.9974021911621094,0.038434430956840515,0.5357142686843872,0.9429753422737122,0.06594626605510712
101,0.8709677457809448,0.9973424673080444,0.03776158392429352,0.5,0.9413886666297913,0.06785339117050171
